epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
27,484.806,1.18575,1.06268,0.92287,0.9793,0.92777,0.98634,0.61112,1.31704,1.32141,1.06073,0.0016568,0.0016568,0.0016568
28,501.729,1.16386,0.91006,0.92464,0.96961,0.93829,0.98766,0.63069,1.14517,1.24353,1.01532,0.0016436,0.0016436,0.0016436
29,518.617,1.1574,0.95476,0.91094,0.97963,0.94299,0.9907,0.61723,1.15181,1.19811,1.02795,0.0016304,0.0016304,0.0016304
30,535.63,1.10844,0.84342,0.90504,0.97963,0.94299,0.9907,0.61723,1.15181,1.19811,1.02795,0.0016172,0.0016172,0.0016172
31,552.968,1.17491,0.8967,0.93736,0.95055,0.94118,0.98904,0.63825,1.1348,1.19636,1.00907,0.001604,0.001604,0.001604
32,570.206,1.13082,0.77861,0.90503,0.98518,0.93137,0.98862,0.63192,1.14422,1.15835,1.01652,0.0015908,0.0015908,0.0015908
33,589.294,1.08192,0.81092,0.90526,0.98864,0.93137,0.98794,0.64082,1.07339,1.16281,1.00266,0.0015776,0.0015776,0.0015776
34,606.578,1.14375,0.80373,0.90774,0.98738,0.93137,0.988,0.63727,1.06555,1.12938,1.00404,0.0015644,0.0015644,0.0015644
35,623.991,1.06714,0.79758,0.89199,0.98678,0.93137,0.99097,0.64702,1.11805,1.10822,1.02696,0.0015512,0.0015512,0.0015512
36,640.913,1.11426,0.75376,0.89526,0.98678,0.93137,0.99097,0.64702,1.11805,1.10822,1.02696,0.001538,0.001538,0.001538
37,658.301,1.15372,0.78289,0.91224,0.97021,0.95788,0.99176,0.61071,1.22194,1.0846,1.07282,0.0015248,0.0015248,0.0015248
38,675.31,1.04621,0.78339,0.8833,0.99408,0.94118,0.99209,0.63123,1.15227,1.05003,1.04139,0.0015116,0.0015116,0.0015116
39,692.573,1.06931,0.73527,0.89305,0.99745,0.95098,0.9934,0.67739,0.97952,1.04365,0.96379,0.0014984,0.0014984,0.0014984
40,709.605,1.14629,0.75407,0.92855,0.99939,0.96078,0.99291,0.68236,0.96569,1.06366,0.95255,0.0014852,0.0014852,0.0014852
41,726.626,1.13515,0.75323,0.92103,1,0.95863,0.99237,0.64202,1.02864,1.08569,0.98036,0.001472,0.001472,0.001472
42,743.492,1.00345,0.95716,0.91483,1,0.95863,0.99237,0.64202,1.02864,1.08569,0.98036,0.0014588,0.0014588,0.0014588
43,760.876,1.11357,0.80768,0.90348,0.98039,0.98029,0.99432,0.57746,1.16409,1.16912,1.02758,0.0014456,0.0014456,0.0014456
44,778.132,1.10823,0.82969,0.91759,0.93768,0.88512,0.98258,0.59479,1.18878,1.21847,1.03886,0.0014324,0.0014324,0.0014324
45,795.297,1.14069,0.81621,0.8858,0.97276,0.85294,0.97457,0.64609,1.07673,1.21168,0.99697,0.0014192,0.0014192,0.0014192
46,812.396,1.00068,0.71828,0.88161,0.97922,0.82353,0.96772,0.64733,1.03795,1.11755,0.98086,0.001406,0.001406,0.001406
47,831.117,1.16062,0.76836,0.92268,0.99523,0.82353,0.96352,0.66256,1.02959,1.0492,0.98412,0.0013928,0.0013928,0.0013928
48,851.525,1.15126,0.78872,0.90295,0.86682,0.93137,0.97511,0.64462,1.10372,1.03322,1.01107,0.0013796,0.0013796,0.0013796
49,869.544,1.07121,0.82435,0.90053,0.86682,0.93137,0.97511,0.64462,1.10372,1.03322,1.01107,0.0013664,0.0013664,0.0013664
50,887.172,1.01293,0.78462,0.88925,0.94084,0.93554,0.97283,0.58146,1.12979,1.05895,1.01757,0.0013532,0.0013532,0.0013532
51,903.993,1.07961,0.71167,0.89602,0.92841,0.94118,0.97325,0.57152,1.15817,1.06999,1.02906,0.00134,0.00134,0.00134
52,919.225,1.07409,0.83337,0.88763,0.93647,0.95098,0.98244,0.61816,1.12856,1.06306,1.01301,0.0013268,0.0013268,0.0013268
53,935.591,1.08749,0.77915,0.91226,0.9556,0.96078,0.98715,0.62843,1.14077,1.06548,1.01947,0.0013136,0.0013136,0.0013136
54,956.011,1.09024,0.73093,0.91027,0.98369,0.95098,0.98946,0.63426,1.15483,1.03268,1.03254,0.0013004,0.0013004,0.0013004
55,975.873,1.04671,0.79298,0.905,0.98369,0.95098,0.98946,0.63426,1.15483,1.03268,1.03254,0.0012872,0.0012872,0.0012872
56,993.685,1.06797,0.68448,0.90717,0.99751,0.95098,0.99198,0.63014,1.1915,0.99423,1.04846,0.001274,0.001274,0.001274
57,1010.64,1.10691,0.74851,0.88362,0.99825,0.95098,0.99169,0.61427,1.23375,1.01441,1.06106,0.0012608,0.0012608,0.0012608
58,1028.16,1.05046,0.65099,0.89407,0.99819,0.95098,0.99273,0.63131,1.18732,1.00729,1.03367,0.0012476,0.0012476,0.0012476
59,1049.98,1.09205,0.70251,0.90916,0.99809,0.96078,0.99386,0.65392,1.11446,0.99867,0.98511,0.0012344,0.0012344,0.0012344
60,1071.69,1.07946,1.82656,0.94312,0.9822,0.98039,0.99451,0.65256,1.1164,1.02987,0.96796,0.0012212,0.0012212,0.0012212
61,1091.05,1.11064,0.72599,0.91729,0.99342,0.98039,0.9949,0.658,1.13736,1.04816,0.9761,0.001208,0.001208,0.001208
62,1112.63,1.02452,0.79698,0.90083,0.99342,0.98039,0.9949,0.658,1.13736,1.04816,0.9761,0.0011948,0.0011948,0.0011948
63,1131.89,1.08882,0.7184,0.91684,0.98799,0.9902,0.9949,0.65064,1.15977,1.04528,0.99047,0.0011816,0.0011816,0.0011816
64,1149.03,1.08104,0.74728,0.89349,1,0.98751,0.995,0.63077,1.13682,0.96089,0.99796,0.0011684,0.0011684,0.0011684
65,1165.58,1.06545,0.66761,0.88696,0.99619,0.9902,0.995,0.65546,1.02838,0.99844,0.97272,0.0011552,0.0011552,0.0011552
66,1186.29,1.08032,0.95936,0.89164,0.99875,0.9902,0.995,0.64188,1.03923,1.01269,0.99269,0.001142,0.001142,0.001142
67,1207.29,1.03688,2.20224,0.88148,0.98607,0.98039,0.99322,0.60262,1.04826,1.1197,1.00269,0.0011288,0.0011288,0.0011288
68,1226.61,0.98406,0.88325,0.88522,0.98607,0.98039,0.99322,0.60262,1.04826,1.1197,1.00269,0.0011156,0.0011156,0.0011156
69,1243.51,1.05663,0.83007,0.89781,1,0.9794,0.99481,0.5737,1.10122,1.14618,1.02434,0.0011024,0.0011024,0.0011024
70,1260.95,0.99312,0.71042,0.89078,0.97101,0.98524,0.99382,0.5708,1.10014,1.09486,1.02199,0.0010892,0.0010892,0.0010892
71,1282.28,1.03095,0.77615,0.90313,0.9693,0.9902,0.99225,0.60432,1.07119,1.02144,1.00546,0.001076,0.001076,0.001076
72,1300.38,1.0127,0.72181,0.91345,0.98516,0.98039,0.9937,0.6362,1.01813,0.98364,0.98584,0.0010628,0.0010628,0.0010628
73,1318.17,1.07701,0.72762,0.88883,0.99538,0.94118,0.99035,0.64135,1.04397,1.00991,0.99377,0.0010496,0.0010496,0.0010496
74,1335.33,1.02401,0.76023,0.89835,0.99538,0.94118,0.99035,0.64135,1.04397,1.00991,0.99377,0.0010364,0.0010364,0.0010364
75,1352.36,1.03846,0.66016,0.89867,0.99779,0.94118,0.98845,0.62511,1.09023,1.05527,1.01731,0.0010232,0.0010232,0.0010232
76,1369.34,1.03155,0.69913,0.91557,1,0.94884,0.98844,0.64881,1.06678,1.07997,1.00431,0.00101,0.00101,0.00101
77,1386.55,0.9769,0.74888,0.86561,1,0.94916,0.98943,0.64548,1.09004,1.11155,1.01801,0.0009968,0.0009968,0.0009968
78,1404.11,1.05592,0.73012,0.89088,1,0.94953,0.99063,0.63468,1.12224,1.12899,1.03018,0.0009836,0.0009836,0.0009836
79,1421.5,1.00215,0.63883,0.88224,0.99966,0.94118,0.99064,0.61106,1.1719,1.1275,1.05562,0.0009704,0.0009704,0.0009704
80,1438.61,1.01246,0.67225,0.8981,0.99954,0.94118,0.9907,0.59441,1.21142,1.10535,1.06632,0.0009572,0.0009572,0.0009572
81,1456.46,1.06091,1.28618,0.9134,0.99954,0.94118,0.9907,0.59441,1.21142,1.10535,1.06632,0.000944,0.000944,0.000944
82,1475.45,0.9858,0.72905,0.8775,0.9962,0.94118,0.9908,0.60118,1.18501,1.13909,1.04737,0.0009308,0.0009308,0.0009308
83,1496.41,1.03913,0.70986,0.89861,0.99497,0.94118,0.9905,0.6142,1.15015,1.15694,1.03036,0.0009176,0.0009176,0.0009176
84,1513.78,1.07716,0.77496,0.89932,0.98968,0.94118,0.99137,0.63316,1.11081,1.11003,1.00677,0.0009044,0.0009044,0.0009044
85,1531.07,0.99715,0.66391,0.90629,0.99815,0.95098,0.99182,0.62149,1.11333,1.06295,1.00869,0.0008912,0.0008912,0.0008912
86,1551.16,1.044,0.7292,0.89313,0.99942,0.95098,0.99244,0.59462,1.13276,1.01352,1.02464,0.000878,0.000878,0.000878
87,1568.95,0.98338,0.66798,0.87959,0.99942,0.95098,0.99244,0.59462,1.13276,1.01352,1.02464,0.0008648,0.0008648,0.0008648
88,1586.83,1.03335,0.65218,0.8794,0.98948,0.94118,0.99044,0.58343,1.17528,0.99475,1.04847,0.0008516,0.0008516,0.0008516
89,1606.01,1.06385,0.6574,0.90748,0.98896,0.94118,0.98954,0.57778,1.17648,0.95948,1.04607,0.0008384,0.0008384,0.0008384
90,1626.88,1.01978,0.58137,0.87753,0.98968,0.94054,0.99007,0.60445,1.13111,0.94411,1.02773,0.0008252,0.0008252,0.0008252
91,1647.74,0.98656,0.60493,0.88392,0.98767,0.94118,0.98959,0.61129,1.11138,0.94243,1.01867,0.000812,0.000812,0.000812
92,1667.15,1.02845,0.73744,0.89834,0.98761,0.94118,0.98888,0.6137,1.14081,0.96896,1.02413,0.0007988,0.0007988,0.0007988
93,1686.93,0.94087,0.60517,0.87438,0.98689,0.94118,0.98975,0.61609,1.16364,0.97413,1.02799,0.0007856,0.0007856,0.0007856
94,1707.39,1.01281,0.62207,0.87384,0.98689,0.94118,0.98975,0.61609,1.16364,0.97413,1.02799,0.0007724,0.0007724,0.0007724
95,1730.78,1.02401,0.65696,0.90571,0.98802,0.94118,0.98939,0.60955,1.19454,0.99524,1.04602,0.0007592,0.0007592,0.0007592
96,1752.97,1.02928,0.66403,0.8707,0.98978,0.94921,0.99092,0.61985,1.18204,0.99887,1.0425,0.000746,0.000746,0.000746
97,1777.28,0.94241,1.20331,0.85182,0.98978,0.94982,0.99163,0.62009,1.17859,1.09783,1.0396,0.0007328,0.0007328,0.0007328
98,1798.73,0.98712,0.6574,0.86669,0.98978,0.9497,0.99278,0.62811,1.20063,1.13617,1.05046,0.0007196,0.0007196,0.0007196
99,1821.2,1.02575,0.63624,0.88281,0.98978,0.94992,0.99286,0.6202,1.1778,1.19023,1.04362,0.0007064,0.0007064,0.0007064
100,1846.08,1.03964,0.65232,0.88753,0.98978,0.94992,0.99286,0.6202,1.1778,1.19023,1.04362,0.0006932,0.0006932,0.0006932
101,1867.95,1.00633,0.62767,0.87888,0.98979,0.95027,0.99336,0.64832,1.1233,1.17971,1.02564,0.00068,0.00068,0.00068
102,1891.98,0.95898,0.59129,0.8771,0.98979,0.95086,0.99335,0.66185,1.0906,1.10968,1.00937,0.0006668,0.0006668,0.0006668
103,1913.94,0.97433,1.70241,0.87855,0.9884,0.95098,0.99355,0.67832,1.06963,1.13313,0.99507,0.0006536,0.0006536,0.0006536
104,1932.25,1.01021,0.61898,0.89359,0.99953,0.95098,0.99412,0.66921,1.10417,1.1054,1.00171,0.0006404,0.0006404,0.0006404
105,1948.81,0.96026,0.60071,0.8763,0.98998,0.96831,0.99441,0.65815,1.14766,1.09743,1.01711,0.0006272,0.0006272,0.0006272
106,1965.86,0.96197,0.65771,0.88951,0.98998,0.96831,0.99441,0.65815,1.14766,1.09743,1.01711,0.000614,0.000614,0.000614
107,1983.35,0.97614,0.65004,0.8918,0.98998,0.96903,0.99442,0.65768,1.11918,1.02187,1.00327,0.0006008,0.0006008,0.0006008
108,2004.66,1.00323,0.62919,0.88911,0.98988,0.95924,0.99394,0.67377,1.07513,0.96069,0.97726,0.0005876,0.0005876,0.0005876
109,2029.45,0.94163,0.6065,0.87111,0.98988,0.95926,0.99368,0.67125,1.05773,0.93133,0.97165,0.0005744,0.0005744,0.0005744
110,2049.71,0.96586,0.60335,0.85115,0.9876,0.95098,0.99278,0.67184,1.06155,0.92096,0.97157,0.0005612,0.0005612,0.0005612
111,2069.27,1.00395,0.59659,0.89903,0.96588,0.97059,0.99206,0.63593,1.10934,0.93637,0.98747,0.000548,0.000548,0.000548
112,2087.39,1.04503,0.68932,0.89236,0.96167,0.97059,0.99047,0.61742,1.14223,0.97185,0.99751,0.0005348,0.0005348,0.0005348
113,2105.11,0.94512,1.2633,0.86937,0.96167,0.97059,0.99047,0.61742,1.14223,0.97185,0.99751,0.0005216,0.0005216,0.0005216
114,2123.31,0.95949,0.66236,0.86749,0.95957,0.97059,0.98813,0.60323,1.16733,0.97933,1.00674,0.0005084,0.0005084,0.0005084
115,2141.14,1.00007,0.61758,0.88013,0.95934,0.97059,0.988,0.60865,1.14965,0.96335,1.00476,0.0004952,0.0004952,0.0004952
116,2160.15,1.0061,0.61475,0.88288,0.96654,0.98039,0.99275,0.63421,1.10552,0.97352,0.98774,0.000482,0.000482,0.000482
117,2177.93,0.98523,0.61258,0.87218,0.97975,0.96078,0.99358,0.64437,1.09118,0.96565,0.98249,0.0004688,0.0004688,0.0004688
118,2195.5,0.9887,0.6127,0.86823,0.99326,0.96078,0.99332,0.63214,1.11223,0.97355,0.98601,0.0004556,0.0004556,0.0004556
119,2213.37,0.94411,0.60154,0.88302,0.99326,0.96078,0.99332,0.63214,1.11223,0.97355,0.98601,0.0004424,0.0004424,0.0004424
120,2232.02,1.07439,0.71995,0.90169,0.99768,0.96078,0.99332,0.63837,1.11683,0.96252,0.99899,0.0004292,0.0004292,0.0004292
121,2249.73,0.98795,0.62631,0.89988,0.9984,0.96078,0.99367,0.60713,1.15462,0.9284,1.01533,0.000416,0.000416,0.000416
122,2267.47,0.91989,0.57647,0.8681,1,0.97544,0.995,0.60457,1.1589,0.92726,1.0186,0.0004028,0.0004028,0.0004028
123,2285.12,1.02186,0.59441,0.89739,1,0.97638,0.9949,0.61182,1.14219,0.92165,1.01349,0.0003896,0.0003896,0.0003896
124,2302.64,0.95213,0.62582,0.90533,0.99992,0.9902,0.995,0.61682,1.09432,0.90984,0.99444,0.0003764,0.0003764,0.0003764
125,2322.06,0.90954,0.59632,0.86888,0.99566,0.9902,0.995,0.63457,1.07548,0.88697,0.98696,0.0003632,0.0003632,0.0003632
126,2341,0.97641,0.55783,0.87006,0.99566,0.9902,0.995,0.63457,1.07548,0.88697,0.98696,0.00035,0.00035,0.00035
127,2360.77,0.98358,0.65006,0.90023,0.99716,0.9902,0.995,0.64175,1.05656,0.90121,0.98424,0.0003368,0.0003368,0.0003368
128,2381.16,1.00297,0.97536,0.87051,0.99795,0.9902,0.995,0.63534,1.05811,0.89242,0.98669,0.0003236,0.0003236,0.0003236
129,2401.76,0.98719,0.68504,0.86615,0.98843,0.98039,0.99313,0.61934,1.09037,0.85775,0.99921,0.0003104,0.0003104,0.0003104
130,2423.09,0.95993,0.62822,0.88518,0.98886,0.98039,0.99322,0.6138,1.10766,0.86957,1.00584,0.0002972,0.0002972,0.0002972
131,2444.06,0.96591,0.61522,0.87292,0.98878,0.98039,0.99273,0.61301,1.1303,0.87535,1.01386,0.000284,0.000284,0.000284
132,2464.75,0.97039,0.5742,0.88196,0.98878,0.98039,0.99273,0.61301,1.1303,0.87535,1.01386,0.0002708,0.0002708,0.0002708
133,2487.12,0.94092,0.62379,0.88302,0.98882,0.98039,0.99273,0.59341,1.13702,0.89368,1.01851,0.0002576,0.0002576,0.0002576
134,2515.79,0.94975,0.62148,0.8647,0.98879,0.98039,0.99184,0.59118,1.15656,0.89544,1.02316,0.0002444,0.0002444,0.0002444
135,2532.19,0.99985,0.65363,0.85824,0.98875,0.98039,0.99253,0.58943,1.14954,0.87649,1.02238,0.0002312,0.0002312,0.0002312
136,2549.83,0.93603,0.60605,0.88013,0.98867,0.98039,0.99263,0.59853,1.12926,0.87057,1.01171,0.000218,0.000218,0.000218
137,2568.31,1.00986,0.59733,0.88487,0.98853,0.98039,0.99263,0.60386,1.0991,0.85409,0.99915,0.0002048,0.0002048,0.0002048
138,2585.57,0.91956,0.64155,0.86425,0.98853,0.98039,0.99263,0.60386,1.0991,0.85409,0.99915,0.0001916,0.0001916,0.0001916
139,2602.64,0.91112,0.61307,0.86452,0.98861,0.98039,0.99312,0.6128,1.08414,0.83313,0.99325,0.0001784,0.0001784,0.0001784
140,2620.08,0.99245,0.6092,0.87083,0.9886,0.98039,0.99352,0.61796,1.07083,0.82628,0.99053,0.0001652,0.0001652,0.0001652
