epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,132.882,0.6472,0.99756,0.80208,0.00333,1,0.1131,0.09368,0.81384,3.56442,0.89956,0.000696031,0.000696031,0.000696031
31,137.654,0.67549,1.47531,0.88241,0.00333,1,0.26862,0.22118,0.77301,3.31463,0.89423,0.000702371,0.000702371,0.000702371
32,142.516,0.80297,1.19085,0.91757,0.00333,1,0.26862,0.22118,0.77301,3.31463,0.89423,0.00070758,0.00070758,0.00070758
33,147.197,0.84089,1.17542,0.90722,0.00333,1,0.26862,0.22118,0.77301,3.31463,0.89423,0.000711657,0.000711657,0.000711657
34,151.679,0.85435,1.59506,0.92098,0.00333,1,0.67032,0.56884,0.91261,3.33609,0.92707,0.000714603,0.000714603,0.000714603
35,156.92,0.67613,1.155,0.80681,0.00333,1,0.67032,0.56884,0.91261,3.33609,0.92707,0.000716417,0.000716417,0.000716417
36,162.062,0.65655,1.1318,0.85149,0.00816,1,0.52583,0.39348,0.90505,3.23371,0.91787,0.0007171,0.0007171,0.0007171
37,166.808,0.64358,1.13112,0.86907,0.00816,1,0.52583,0.39348,0.90505,3.23371,0.91787,0.000716651,0.000716651,0.000716651
38,171.206,0.52552,1.12885,0.80963,0.00816,1,0.52583,0.39348,0.90505,3.23371,0.91787,0.000715071,0.000715071,0.000715071
39,176.195,0.6271,1.12847,0.88602,0.37666,1,0.42643,0.31871,0.82035,3.06564,0.91026,0.00071236,0.00071236,0.00071236
40,181.106,0.57849,1.07201,0.79468,0.37666,1,0.42643,0.31871,0.82035,3.06564,0.91026,0.000708517,0.000708517,0.000708517
41,186.26,0.59444,1.01824,0.8438,1,0.83399,0.995,0.81911,0.7642,2.82834,0.9397,0.000703543,0.000703543,0.000703543
42,191.223,0.55781,0.98332,0.88013,1,0.83399,0.995,0.81911,0.7642,2.82834,0.9397,0.000697437,0.000697437,0.000697437
43,195.933,0.6585,1.00713,0.87305,1,0.83399,0.995,0.81911,0.7642,2.82834,0.9397,0.0006902,0.0006902,0.0006902
44,200.754,0.61535,0.98234,0.87198,0.90602,1,0.995,0.84111,0.74994,2.6585,0.99487,0.000681831,0.000681831,0.000681831
45,205.624,0.62553,1.25297,0.8809,0.90602,1,0.995,0.84111,0.74994,2.6585,0.99487,0.000672331,0.000672331,0.000672331
46,210.25,0.58524,1.12459,0.86196,0.90602,1,0.995,0.84111,0.74994,2.6585,0.99487,0.0006617,0.0006617,0.0006617
47,215.136,0.58523,1.03748,0.8428,0.88418,1,0.995,0.81911,0.75841,2.60048,0.96262,0.000649937,0.000649937,0.000649937
48,220.069,0.65876,1.2362,0.93929,0.88418,1,0.995,0.81911,0.75841,2.60048,0.96262,0.000637043,0.000637043,0.000637043
49,224.702,0.72835,1.05301,0.90859,0.88418,1,0.995,0.81911,0.75841,2.60048,0.96262,0.000623017,0.000623017,0.000623017
50,229.885,0.71506,1.27394,0.94275,0.95427,1,0.995,0.86307,0.759,2.30254,0.96608,0.00060786,0.00060786,0.00060786
51,234.59,0.53129,1.32221,0.87437,0.95427,1,0.995,0.86307,0.759,2.30254,0.96608,0.000585714,0.000585714,0.000585714
52,239.735,0.43298,1.09082,0.76585,0.95427,1,0.995,0.86307,0.759,2.30254,0.96608,0.000557429,0.000557429,0.000557429
53,244.849,0.56593,0.88489,0.88091,0.98945,1,0.995,0.86307,0.81007,1.9017,0.96258,0.000529143,0.000529143,0.000529143
54,250.395,0.68704,0.96946,0.9721,0.98945,1,0.995,0.86307,0.81007,1.9017,0.96258,0.000500857,0.000500857,0.000500857
55,255.241,0.57774,0.77741,0.85843,0.98945,1,0.995,0.86307,0.81007,1.9017,0.96258,0.000472571,0.000472571,0.000472571
56,259.784,0.53183,1.19366,0.84269,0.99299,1,0.995,0.86307,0.7431,1.60908,0.94406,0.000444286,0.000444286,0.000444286
57,264.34,0.42934,0.90499,0.85053,0.99299,1,0.995,0.86307,0.7431,1.60908,0.94406,0.000416,0.000416,0.000416
58,269.208,0.44391,0.91202,0.8393,0.99299,1,0.995,0.86307,0.7431,1.60908,0.94406,0.000387714,0.000387714,0.000387714
59,273.946,0.48972,0.925,0.78915,0.99234,1,0.995,0.86307,0.68134,1.54303,0.92866,0.000359429,0.000359429,0.000359429
60,278.792,0.59114,0.92819,0.81487,0.99234,1,0.995,0.86307,0.68134,1.54303,0.92866,0.000331143,0.000331143,0.000331143
61,283.693,0.51543,1.38716,0.8546,0.99234,1,0.995,0.86307,0.68134,1.54303,0.92866,0.000302857,0.000302857,0.000302857
62,288.487,0.46383,1.17812,0.87965,0.99027,1,0.995,0.86307,0.6697,1.54026,0.92204,0.000274571,0.000274571,0.000274571
63,293.538,0.4915,1.25127,0.80594,0.99027,1,0.995,0.86307,0.6697,1.54026,0.92204,0.000246286,0.000246286,0.000246286
64,298.799,0.50603,1.27698,0.84176,0.99027,1,0.995,0.86307,0.6697,1.54026,0.92204,0.000218,0.000218,0.000218
65,303.704,0.44149,1.17509,0.86634,0.98942,1,0.995,0.86307,0.6709,1.56036,0.91913,0.000189714,0.000189714,0.000189714
66,308.813,0.54468,1.40507,0.87498,0.98942,1,0.995,0.86307,0.6709,1.56036,0.91913,0.000161429,0.000161429,0.000161429
67,313.502,0.45321,1.36036,0.82584,0.98942,1,0.995,0.86307,0.6709,1.56036,0.91913,0.000133143,0.000133143,0.000133143
68,318.315,0.48569,1.24881,0.76797,0.9882,1,0.995,0.86307,0.66913,1.51348,0.91737,0.000104857,0.000104857,0.000104857
69,322.782,0.42482,1.22642,0.86068,0.9882,1,0.995,0.86307,0.66913,1.51348,0.91737,7.65714e-05,7.65714e-05,7.65714e-05
70,327.542,0.41795,1.36056,0.76179,0.9882,1,0.995,0.86307,0.66913,1.51348,0.91737,4.82857e-05,4.82857e-05,4.82857e-05
